a rep network bll blc ans model.rnd network.rnd assign.rnd network.size metacog communicating ncond cond time.fac avg.degree node.id node.degree node.betweenness score items.taken msgs.sent msgs.rcvd msgs.answers msgs.truthful talkative avg.pathlen clust.global clust.avg betweenness nbhd.infavail nbhd.entropy post.nbhd.infavail post.nbhd.entropy
1 22019 Tree 0.19195709 1.0 0.2 T T T 25 T T Tree PUSH 0.1 2.9575553 0 2 0.7753846 10000.0 0.0 13.0 32.0 1.0 0.0 0.75 4.1569233 0.0 0.0 6.313846 NA NA NA NA
1 22019 RandomGraph 0.28623924 1.0 0.2 T T T 25 T T RandomGraph PUSH 0.1 2.512567 3 2 0.0 12250.0 2.0 10.0 49.0 0.0 0.0 0.25475087380191813 2.844203 0.26785713 0.34399092 4.2701297 NA NA NA NA
1 22019 SmallWorld 0.35152027 1.0 0.2 T T T 250 NIL T SmallWorld PUSH 0.1 22.906645 23 27 0.017935447 150750.0 0.0 6.0 258.0 2.0 0.0 0.0 2.0148435 0.08799262 0.08754804 3.3401093 NA NA NA NA
1 22020 SmallWorld 0.5 1.0 0.2 T T T 25 NIL NIL NoCommunication PULL 0.1 2.3 1 2 0.373057 18875.0 5.0 0.0 0.0 0.0 0.0 0.0 4.1966667 0.071428575 0.06666667 7.2020726 NA NA NA NA
1 22020 SmallWorld 0.69456035 1.0 0.2 T T T 25 T T SmallWorld PUSH 0.1 5.430467 12 2 0.01910828 59250.0 11.0 132.0 207.0 0.0 0.0 0.012190376991892694 2.0166667 0.21301775 0.22882539 2.8407643 NA NA NA NA
1 22020 Tree 0.4217296 1.0 0.2 T T T 25 NIL T Tree PULL 0.1 2.1236157 6 2 0.70153844 16625.0 5.0 21.0 28.0 0.0 0.0 0.0 9.0 0.0 0.0 16.0 NA NA NA NA
1 22020 SmallWorld 0.7379104 1.0 0.2 T T T 250 T T SmallWorld PUSH 0.1 53.477585 171 56 0.008499491 240250.0 3.0 116.0 6352.0 0.0 0.0 0.75 1.7852209 0.21358433 0.21371579 1.953427 NA NA NA NA
1 22020 RandomGraph 0.7379104 1.0 0.2 T T T 250 T T RandomGraph PUSH 0.1 53.477585 4 55 0.00804464 278000.0 10.0 94.0 6328.0 0.0 0.0 0.75 1.7828113 0.21666804 0.21710855 1.9537177 NA NA NA NA
1 22020 SmallWorld 0.7379104 1.0 0.2 T T T 250 NIL T SmallWorld PUSH 0.1 53.477585 54 63 0.010765437 480500.0 8.0 39.0 4013.0 0.0 0.0 0.0 1.7852209 0.21582448 0.21587762 1.9532379 NA NA NA NA
1 22020 SmallWorld 0.7379104 1.0 0.2 T T T 250 NIL T SmallWorld PUSH 0.1 53.477585 185 53 0.007400801 457500.0 10.0 101.0 3205.0 0.0 0.0 0.0 1.7852209 0.21582448 0.21587762 1.9532379 NA NA NA NA
1 22020 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 225 3 0.12238394 13500.0 5.0 0.0 0.0 0.0 0.0 0.0 10.309879 0.0 0.0 19.53628 NA NA NA NA
1 22021 SmallWorld 0.5 1.0 0.2 T T T 25 NIL NIL NoCommunication PULL 0.1 2.3 5 2 0.20543806 13250.0 1.0 0.0 0.0 0.0 0.0 0.0 3.9066668 0.071428575 0.06 6.1450152 NA NA NA NA
1 22022 RandomGraph 0.08292542 1.0 0.2 T T T 25 T T RandomGraph PUSH 0.1 5.016906 8 5 0.05105105 22500.0 2.0 12.0 52.0 1.0 1.0 0.2262087768326479 1.9 0.3075314 0.34211832 2.5435436 NA NA NA NA
1 22022 RandomGraph 0.3606142 1.0 0.2 T T T 25 NIL T RandomGraph PULL 0.1 6.720835 6 6 0.10015649 31000.0 7.0 19.0 64.0 0.0 0.0 0.0 1.8966666 0.24942264 0.28050792 2.544601 NA NA NA NA
1 22022 SmallWorld 0.5 1.0 0.2 T T T 25 NIL NIL NoCommunication PULL 0.1 2.3 6 3 0.2324159 20250.0 7.0 0.0 0.0 0.0 0.0 0.0 4.136667 0.14634146 0.13333334 6.617737 NA NA NA NA
1 22022 Tree 0.5984281 1.0 0.2 T T T 250 NIL T Tree PULL 0.1 66.80047 66 1 0.0 265250.0 8.0 76.0 10.0 0.0 0.0 0.0 3.1095154 0.0 0.0 4.219031 NA NA NA NA
1 22022 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 5 2 0.058124173 11250.0 9.0 0.0 0.0 0.0 0.0 0.0 10.730024 0.0 0.0 20.7485 NA NA NA NA
1 22023 RandomGraph 0.21289158 1.0 0.2 T T T 25 NIL T RandomGraph PUSH 0.1 3.248352 11 2 0.032786883 19625.0 8.0 17.0 13.0 0.0 0.0 0.0 2.6195652 0.12931034 0.12597403 3.8875878 NA NA NA NA
1 22023 RandomGraph 0.3285167 1.0 0.2 T T T 25 NIL T RandomGraph PUSH 0.1 2.6706257 4 2 0.19672132 12125.0 1.0 8.0 33.0 0.0 0.0 0.0 2.488372 0.14814815 0.17815126 3.5327868 NA NA NA NA
1 22023 Tree 0.22772256 1.0 0.2 T T T 250 NIL T Tree PUSH 0.1 24.152231 167 1 0.0 19625.0 2.0 50.0 15.0 0.0 0.0 0.0 3.631353 0.0 0.0 5.262706 NA NA NA NA
1 22023 RandomGraph 0.22772256 1.0 0.2 T T T 250 NIL T RandomGraph PULL 0.1 24.152231 248 20 0.00803233 133875.0 1.0 4.0 150.0 0.0 0.0 0.0 1.9993575 0.09685601 0.096958295 3.3076634 NA NA NA NA
1 22023 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 27 2 0.051992636 4000.0 0.0 0.0 0.0 0.0 0.0 0.0 10.382683 0.0 0.0 19.905518 NA NA NA NA
1 22024 Tree 0.6071937 1.0 0.2 T T T 25 T T Tree PUSH 0.1 2.0988026 4 2 0.51692307 23500.0 9.0 130.0 223.0 0.0 0.0 0.011135740606659178 9.0 0.0 0.0 16.0 NA NA NA NA
1 22024 Tree 0.33122447 1.0 0.2 T T T 250 T T Tree PUSH 0.1 57.08916 1 57 0.7160142 146875.0 2.0 21.0 1625.0 0.0 0.0 0.1548766613795902 3.2626336 0.0 0.0 4.525267 NA NA NA NA
1 22024 RandomGraph 0.33122447 1.0 0.2 T T T 250 NIL T RandomGraph PULL 0.1 57.08916 9 54 0.0068020094 128500.0 2.0 5.0 449.0 0.0 0.0 0.0 1.7725301 0.22802842 0.227656 1.9551182 NA NA NA NA
1 23000 Tree 0.5535579 1.0 0.2 T T T 25 NIL T Tree PULL 0.1 3.3547695 20 1 0.0 20250.0 10.0 30.0 20.0 0.0 0.0 0.0 4.10582 0.0 0.0 6.2116404 NA NA NA NA
1 23000 RandomGraph 0.32229367 1.0 0.2 T T T 25 NIL T RandomGraph PULL 0.1 3.7422323 24 2 0.05459057 16000.0 4.0 15.0 16.0 0.0 0.0 0.0 2.6195652 0.10526316 0.10666667 3.8263028 NA NA NA NA
1 23000 RandomGraph 0.4896348 1.0 0.2 T T T 25 T T RandomGraph PUSH 0.1 5.7089963 24 3 0.025179856 46250.0 5.0 56.0 169.0 0.0 0.0 0.1625836153401031 2.0166667 0.2006689 0.19457144 2.7122302 NA NA NA NA
1 23000 RandomGraph 0.45383206 1.0 0.2 T T T 250 NIL T RandomGraph PUSH 0.1 27.21212 165 33 0.01917014 246875.0 8.0 36.0 584.0 1.0 1.0 0.0 1.9393413 0.1070199 0.10771592 3.0229301 NA NA NA NA
1 23000 Tree 0.45383206 1.0 0.2 T T T 250 NIL T Tree PULL 0.1 27.21212 65 1 0.0 41625.0 3.0 20.0 3.0 0.0 0.0 0.0 3.5992336 0.0 0.0 5.1984673 NA NA NA NA
1 23001 Tree 0.49364978 1.0 0.2 T T T 25 NIL T Tree PULL 0.1 2.6488914 19 1 0.0 24500.0 17.0 86.0 13.0 0.0 0.0 0.0 4.6523075 0.0 0.0 7.3046155 NA NA NA NA
1 23001 Tree 0.73440915 1.0 0.2 T T T 25 T T Tree PUSH 0.1 3.6785116 21 1 0.0 20000.0 7.0 148.0 148.0 0.0 0.0 0.024157951453533517 3.9107692 0.0 0.0 5.8215384 NA NA NA NA
1 23001 RandomGraph 0.69583094 1.0 0.2 T T T 250 NIL T RandomGraph PUSH 0.1 57.509495 154 61 0.008498696 423500.0 12.0 78.0 3103.0 0.0 0.0 0.0 1.7672932 0.2318409 0.23203556 1.9558104 NA NA NA NA
1 23001 SmallWorld 0.69583094 1.0 0.2 T T T 250 NIL T SmallWorld PULL 0.1 57.509495 149 68 0.010797221 449250.0 10.0 93.0 3539.0 0.0 0.0 0.0 1.7690281 0.23036644 0.23043485 1.9555943 NA NA NA NA
1 23001 SmallWorld 0.69583094 1.0 0.2 T T T 250 NIL T SmallWorld PULL 0.1 57.509495 193 54 0.0068995976 424500.0 9.0 84.0 2596.0 1.0 0.0 0.0 1.7690281 0.23036644 0.23043485 1.9555943 NA NA NA NA
1 23002 RandomGraph 0.08382034 1.0 0.2 T T T 25 T T RandomGraph PUSH 0.1 4.2599607 11 8 0.20127796 21250.0 3.0 5.0 130.0 0.0 0.0 0.21527594382327417 2.03 0.20869565 0.20394228 2.776358 NA NA NA NA
1 23002 SmallWorld 0.5 1.0 0.2 T T T 25 NIL NIL NoCommunication PULL 0.1 2.3 7 2 0.6041667 9500.0 3.0 0.0 0.0 0.0 0.0 0.0 4.4266667 0.071428575 0.04 8.020833 NA NA NA NA
1 23003 Tree 0.8102363 1.0 0.2 T T T 25 NIL T Tree PUSH 0.1 6.388134 6 1 0.0 40500.0 3.0 47.0 132.0 0.0 0.0 0.0 3.1054132 0.0 0.0 4.2108264 NA NA NA NA
1 23003 RandomGraph 0.76878357 1.0 0.2 T T T 25 T T RandomGraph PUSH 0.1 4.492891 0 5 0.1335505 72250.0 15.0 148.0 691.0 0.0 0.0 0.75 2.1376812 0.19029851 0.17539683 3.218241 NA NA NA NA
1 23003 RandomGraph 0.33504286 1.0 0.2 T T T 250 NIL T RandomGraph PUSH 0.1 39.479492 30 33 0.00546675 148625.0 11.0 29.0 307.0 1.0 0.0 0.0 1.8442088 0.15734877 0.15714493 2.0349803 NA NA NA NA
1 23003 Tree 0.33504286 1.0 0.2 T T T 250 NIL T Tree PUSH 0.1 39.479492 99 1 0.0 40125.0 4.0 29.0 8.0 0.0 0.0 0.0 3.447143 0.0 0.0 4.894286 NA NA NA NA
1 23004 Tree 0.6376716 1.0 0.2 T T T 25 NIL T Tree PUSH 0.1 5.6896706 8 1 0.0 24625.0 4.0 18.0 26.0 0.0 0.0 0.0 3.168091 0.0 0.0 4.336182 NA NA NA NA
1 23004 Tree 0.5373332 1.0 0.2 T T T 250 T T Tree PUSH 0.1 26.770027 170 1 0.0 50250.0 6.0 56.0 69.0 0.0 0.0 0.09078861936527508 3.6018689 0.0 0.0 5.2037377 NA NA NA NA
1 23004 Tree 0.5373332 1.0 0.2 T T T 250 NIL T Tree PUSH 0.1 26.770027 45 1 0.0 78625.0 16.0 112.0 23.0 0.0 0.0 0.0 3.5963643 0.0 0.0 5.1927285 NA NA NA NA
1 23004 Tree 0.5373332 1.0 0.2 T T T 250 NIL T Tree PULL 0.1 26.770027 57 1 0.0 69375.0 5.0 27.0 17.0 0.0 0.0 0.0 3.5991747 0.0 0.0 5.1983495 NA NA NA NA
1 23005 SmallWorld 0.36878034 1.0 0.2 T T T 25 NIL T SmallWorld PUSH 0.1 6.011677 5 7 0.16120219 23375.0 2.0 6.0 63.0 0.0 0.0 0.0 1.9166666 0.23076923 0.23044445 2.7103825 NA NA NA NA
1 23005 SmallWorld 0.8473736 1.0 0.2 T T T 250 NIL T SmallWorld PUSH 0.1 46.06334 52 39 0.005543837 471500.0 5.0 117.0 4080.0 0.0 0.0 0.0 1.8150682 0.18355007 0.18347302 1.9533777 NA NA NA NA
1 23005 RandomGraph 0.8473736 1.0 0.2 T T T 250 NIL T RandomGraph PUSH 0.1 46.06334 28 54 0.010810564 455750.0 5.0 95.0 4702.0 1.0 0.0 0.0 1.8164498 0.18431 0.18432605 1.960173 NA NA NA NA
1 23005 Tree 0.8473736 1.0 0.2 T T T 250 NIL T Tree PULL 0.1 46.06334 91 1 0.0 127500.0 3.0 116.0 141.0 0.0 0.0 0.0 3.3702338 0.0 0.0 4.7404675 NA NA NA NA
1 23006 Tree 0.3261453 1.0 0.2 T T T 25 T T Tree PUSH 0.1 6.2696295 6 1 0.0 13000.0 4.0 23.0 31.0 0.0 0.0 0.19950499615427522 3.0923078 0.0 0.0 4.1846156 NA NA NA NA
1 23006 SmallWorld 0.6434462 1.0 0.2 T T T 25 NIL T SmallWorld PULL 0.1 5.8570766 9 6 0.08 82250.0 19.0 109.0 236.0 1.0 0.0 0.0 1.91 0.20843673 0.21361905 2.6 NA NA NA NA
1 23006 SmallWorld 0.6838817 1.0 0.2 T T T 250 NIL T SmallWorld PUSH 0.1 32.424545 11 41 0.014264036 408250.0 2.0 41.0 2181.0 1.0 0.0 0.0 1.8814458 0.12699068 0.1271703 2.4542236 NA NA NA NA
1 23006 Tree 0.6838817 1.0 0.2 T T T 250 NIL T Tree PUSH 0.1 32.424545 70 1 0.0 107625.0 8.0 86.0 53.0 0.0 0.0 0.0 3.512458 0.0 0.0 5.024916 NA NA NA NA
1 23006 Tree 0.6838817 1.0 0.2 T T T 250 NIL T Tree PUSH 0.1 32.424545 231 1 0.0 87000.0 9.0 106.0 5.0 0.0 0.0 0.0 3.512458 0.0 0.0 5.024916 NA NA NA NA
1 23006 SmallWorld 0.6838817 1.0 0.2 T T T 250 NIL T SmallWorld PULL 0.1 32.424545 46 30 0.0072442126 361875.0 10.0 99.0 1376.0 0.0 0.0 0.0 1.881767 0.13026571 0.12981711 2.447222 NA NA NA NA
1 23006 Tree 0.6838817 1.0 0.2 T T T 250 NIL T Tree PULL 0.1 32.424545 91 1 0.0 98625.0 10.0 98.0 96.0 0.0 0.0 0.0 3.562429 0.0 0.0 5.124858 NA NA NA NA
1 23007 Tree 0.8331611 1.0 0.2 T T T 25 NIL T Tree PULL 0.1 3.4823503 5 3 0.28923076 51250.0 11.0 84.0 388.0 0.0 0.0 0.0 4.0307693 0.0 0.0 6.0615387 NA NA NA NA
1 23007 Tree 0.12904225 1.0 0.2 T T T 250 T T Tree PUSH 0.1 58.224937 22 1 0.0 79000.0 2.0 16.0 9.0 0.0 0.0 0.2464378005772013 3.262937 0.0 0.0 4.525874 NA NA NA NA
1 23007 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 174 2 0.055540387 4000.0 0.0 0.0 0.0 0.0 0.0 0.0 9.952642 0.01438849 0.0069333334 18.779804 NA NA NA NA
1 23008 Tree 0.6946606 1.0 0.2 T T T 250 NIL T Tree PULL 0.1 66.62591 7 1 0.0 285375.0 5.0 75.0 11.0 0.0 0.0 0.0 3.1082742 0.0 0.0 4.2165484 NA NA NA NA
1 23009 Tree 0.5212482 1.0 0.2 T T T 25 T T Tree PUSH 0.1 6.1523037 16 1 0.0 20250.0 2.0 11.0 59.0 0.0 0.0 0.75 3.0923078 0.0 0.0 4.1846156 NA NA NA NA
1 23009 Tree 0.7640339 1.0 0.2 T T T 25 T T Tree PUSH 0.1 2.4555182 23 1 0.0 18750.0 10.0 150.0 154.0 0.0 0.0 0.75 5.316923 0.0 0.0 8.633846 NA NA NA NA
1 23009 SmallWorld 0.12674084 1.0 0.2 T T T 250 NIL T SmallWorld PUSH 0.1 62.50042 48 66 0.008692216 130500.0 1.0 2.0 307.0 0.0 0.0 0.0 1.7489799 0.25320813 0.253602 1.958001 NA NA NA NA
1 23009 Tree 0.12674084 1.0 0.2 T T T 250 NIL T Tree PUSH 0.1 62.50042 204 1 0.0 42000.0 2.0 5.0 3.0 0.0 0.0 0.0 3.2648656 0.0 0.0 4.5297313 NA NA NA NA
1 23009 Tree 0.12674084 1.0 0.2 T T T 250 NIL T Tree PULL 0.1 62.50042 0 61 1.6613289 167000.0 0.0 2.0 1701.0 1.0 0.0 0.0 3.266507 0.0 0.0 4.533014 NA NA NA NA
1 23010 SmallWorld 0.5579733 1.0 0.2 T T T 25 T T SmallWorld PUSH 0.1 3.2095828 3 3 0.16135882 43375.0 1.0 43.0 294.0 0.0 0.0 0.75 2.8933334 0.13513513 0.11466666 4.5774946 NA NA NA NA
1 23010 RandomGraph 0.73936296 1.0 0.2 T T T 250 NIL T RandomGraph PULL 0.1 34.90161 81 47 0.015337134 457500.0 0.0 30.0 3346.0 1.0 0.0 0.0 1.8671486 0.13557437 0.13581862 2.2688649 NA NA NA NA
1 23011 RandomGraph 0.57050174 1.0 0.2 T T T 25 NIL T RandomGraph PUSH 0.1 2.6790352 8 2 0.17142858 29250.0 11.0 39.0 30.0 0.0 0.0 0.0 3.3802817 0.0 0.0 4.881633 NA NA NA NA
1 23011 RandomGraph 0.77944577 1.0 0.2 T T T 250 T T RandomGraph PUSH 0.1 30.751175 19 25 0.0063590445 228875.0 6.0 148.0 3034.0 0.0 0.0 0.012003938782892057 1.8983133 0.12296776 0.12322955 2.6588118 NA NA NA NA
1 23011 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 149 2 0.07832673 12500.0 9.0 0.0 0.0 0.0 0.0 0.0 10.614618 0.014354067 0.012666667 20.005877 NA NA NA NA
1 23012 Tree 0.44585115 1.0 0.2 T T T 25 NIL T Tree PULL 0.1 3.4654474 18 1 0.0 9500.0 2.0 13.0 15.0 0.0 0.0 0.0 4.131054 0.0 0.0 6.2621083 NA NA NA NA
1 23012 RandomGraph 0.40593845 1.0 0.2 T T T 250 NIL T RandomGraph PULL 0.1 26.44263 74 26 0.011156047 173750.0 1.0 14.0 313.0 0.0 0.0 0.0 1.9499116 0.105225384 0.106551655 3.088647 NA NA NA NA
1 23012 Tree 0.40593845 1.0 0.2 T T T 250 NIL T Tree PULL 0.1 26.44263 157 1 0.0 38125.0 3.0 43.0 4.0 0.0 0.0 0.0 3.5977972 0.0 0.0 5.1955943 NA NA NA NA
1 23012 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 42 3 0.17583886 12250.0 4.0 0.0 0.0 0.0 0.0 0.0 9.786506 0.0 0.0 18.445875 NA NA NA NA
1 23014 RandomGraph 0.20366144 1.0 0.2 T T T 25 T T RandomGraph PUSH 0.1 4.0006704 22 8 0.2615694 17125.0 2.0 11.0 99.0 0.0 0.0 0.3807144476365609 2.3152175 0.28037384 0.28022775 3.307847 NA NA NA NA
1 23014 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 10 3 0.120136 17250.0 9.0 0.0 0.0 0.0 0.0 0.0 10.092755 0.0 0.0 18.934319 NA NA NA NA
1 23014 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 204 2 0.099033944 4750.0 0.0 0.0 0.0 0.0 0.0 0.0 10.092755 0.0 0.0 18.934319 NA NA NA NA
1 23015 Tree 0.8218007 1.0 0.2 T T T 250 NIL T Tree PUSH 0.1 44.372364 182 1 0.0 124750.0 0.0 3.0 116.0 1.0 0.0 0.0 3.371176 0.0 0.0 4.742352 NA NA NA NA
1 23015 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 161 3 0.106787756 14250.0 1.0 0.0 0.0 0.0 0.0 0.0 10.140209 0.0 0.0 19.24784 NA NA NA NA
1 23016 Tree 0.65618306 1.0 0.2 T T T 25 T T Tree PUSH 0.1 6.2517447 17 1 0.0 25750.0 8.0 77.0 135.0 0.0 0.0 0.05624857222480933 3.0923078 0.0 0.0 4.1846156 NA NA NA NA
1 23016 Tree 0.7372055 1.0 0.2 T T T 250 T T Tree PUSH 0.1 20.937498 70 1 0.0 30500.0 4.0 113.0 140.0 0.0 0.0 0.75 3.681482 0.0 0.0 5.362964 NA NA NA NA
1 23016 RandomGraph 0.7372055 1.0 0.2 T T T 250 NIL T RandomGraph PUSH 0.1 20.937498 67 16 0.008849687 365500.0 7.0 87.0 1165.0 0.0 0.0 0.0 2.0852048 0.07696137 0.07705035 3.4789624 NA NA NA NA
1 23017 Tree 0.33509618 1.0 0.2 T T T 25 NIL T Tree PUSH 0.1 2.3104253 10 2 0.51692307 8000.0 4.0 13.0 16.0 0.0 0.0 0.0 6.836923 0.0 0.0 11.673846 NA NA NA NA
1 23017 Tree 0.4285374 1.0 0.2 T T T 25 NIL T Tree PULL 0.1 3.9154966 6 5 0.5356125 30125.0 2.0 14.0 135.0 1.0 0.0 0.0 4.1823363 0.0 0.0 6.364672 NA NA NA NA
1 23017 Tree 0.2726824 1.0 0.2 T T T 250 T T Tree PUSH 0.1 29.483921 27 1 0.0 73750.0 2.0 20.0 69.0 0.0 0.0 0.1690784631239167 3.5620136 0.0 0.0 5.1240273 NA NA NA NA
1 23017 SmallWorld 0.2726824 1.0 0.2 T T T 250 NIL T SmallWorld PUSH 0.1 29.483921 188 23 0.006959568 128500.0 1.0 6.0 149.0 0.0 0.0 0.0 1.9099116 0.12100859 0.12125259 2.8014011 NA NA NA NA
1 23017 Tree 0.2726824 1.0 0.2 T T T 250 NIL T Tree PUSH 0.1 29.483921 150 1 0.0 25875.0 2.0 42.0 3.0 0.0 0.0 0.0 3.557511 0.0 0.0 5.115022 NA NA NA NA
1 23017 Tree 0.2726824 1.0 0.2 T T T 250 NIL T Tree PULL 0.1 29.483921 173 1 0.0 24000.0 1.0 6.0 3.0 0.0 0.0 0.0 3.5612745 0.0 0.0 5.122549 NA NA NA NA
1 23018 SmallWorld 0.29730007 1.0 0.2 T T T 25 T T SmallWorld PUSH 0.1 5.2197785 10 7 0.19645733 21125.0 3.0 36.0 138.0 0.0 0.0 0.23934324796019146 2.0466666 0.22153845 0.20726985 2.7890499 NA NA NA NA
1 23018 RandomGraph 0.6786017 1.0 0.2 T T T 25 NIL T RandomGraph PULL 0.1 2.5998974 7 2 0.07798165 44750.0 5.0 43.0 115.0 0.0 0.0 0.0 2.8152175 0.032967035 0.027380953 4.385321 NA NA NA NA
1 23018 Tree 0.6786017 1.0 0.2 T T T 25 NIL T Tree PULL 0.1 2.5998974 16 1 0.0 12125.0 1.0 9.0 45.0 0.0 0.0 0.0 5.185185 0.0 0.0 8.37037 NA NA NA NA
1 23018 Tree 0.17894706 1.0 0.2 T T T 250 NIL T Tree PULL 0.1 24.98505 16 1 0.0 72750.0 2.0 40.0 2.0 0.0 0.0 0.0 3.6351945 0.0 0.0 5.270389 NA NA NA NA
1 23018 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 31 2 0.015510122 6000.0 3.0 0.0 0.0 0.0 0.0 0.0 10.312386 0.0 0.0 19.958506 NA NA NA NA
1 23019 SmallWorld 0.106344506 1.0 0.2 T T T 25 T T SmallWorld PUSH 0.1 5.2547626 6 4 0.056437388 18875.0 1.0 13.0 70.0 1.0 0.0 0.4889575015142776 2.0366666 0.19607843 0.19695239 2.733686 NA NA NA NA
1 23019 RandomGraph 0.38922226 1.0 0.2 T T T 250 NIL T RandomGraph PUSH 0.1 66.116776 70 76 0.010344111 140250.0 0.0 5.0 844.0 1.0 0.0 0.0 1.7376707 0.262833 0.26285136 1.9591588 NA NA NA NA
1 23019 RandomGraph 0.38922226 1.0 0.2 T T T 250 NIL T RandomGraph PUSH 0.1 66.116776 98 76 0.010369122 137500.0 1.0 8.0 769.0 1.0 0.0 0.0 1.7376707 0.262833 0.26285136 1.9591588 NA NA NA NA
1 23020 RandomGraph 0.80504984 1.0 0.2 T T T 25 T T RandomGraph PUSH 0.1 4.7875943 1 4 0.03786575 64250.0 5.0 164.0 664.0 0.0 0.0 0.75 2.15 0.2007435 0.21228571 2.9845095 NA NA NA NA
1 23020 Tree 0.80504984 1.0 0.2 T T T 25 T T Tree PUSH 0.1 4.7875943 3 5 0.5185185 48250.0 11.0 166.0 765.0 0.0 0.0 0.75 3.478836 0.0 0.0 4.957672 NA NA NA NA
1 23020 SmallWorld 0.258644 1.0 0.2 T T T 25 NIL T SmallWorld PULL 0.1 5.183402 4 6 0.123222746 22500.0 2.0 7.0 42.0 0.0 0.0 0.0 2.0733333 0.22772278 0.22466667 2.9320695 NA NA NA NA
1 23020 RandomGraph 0.13384362 1.0 0.2 T T T 250 NIL T RandomGraph PUSH 0.1 52.21776 191 45 0.0057138284 118500.0 0.0 3.0 215.0 2.0 0.0 0.0 1.7899759 0.2125211 0.212307 1.9524187 NA NA NA NA
1 23020 Tree 0.13384362 1.0 0.2 T T T 250 NIL T Tree PULL 0.1 52.21776 248 1 0.0 39000.0 3.0 16.0 2.0 0.0 0.0 0.0 3.2609375 0.0 0.0 4.521875 NA NA NA NA
1 23020 SmallWorld 0.5 1.0 0.2 T T T 250 NIL NIL NoCommunication PULL 0.1 2.3 124 3 0.11539546 15500.0 5.0 0.0 0.0 0.0 0.0 0.0 10.660274 0.0 0.0 20.478113 NA NA NA NA
1 23021 SmallWorld 0.29318714 1.0 0.2 T T T 250 T T SmallWorld PUSH 0.1 35.267326 211 29 0.00624076 152750.0 1.0 9.0 856.0 1.0 1.0 0.476092194186125 1.8636787 0.14233372 0.14181943 2.2220628 NA NA NA NA
1 23021 Tree 0.29318714 1.0 0.2 T T T 250 NIL T Tree PUSH 0.1 35.267326 251 1 0.0 34375.0 1.0 31.0 3.0 0.0 0.0 0.0 3.5119047 0.0 0.0 5.0238094 NA NA NA NA
1 23022 RandomGraph 0.3144806 1.0 0.2 T T T 250 NIL T RandomGraph PUSH 0.1 55.821846 114 46 0.005384842 116250.0 1.0 5.0 338.0 0.0 0.0 0.0 1.7794378 0.22186868 0.22173542 1.9540212 NA NA NA NA
1 23022 Tree 0.3144806 1.0 0.2 T T T 250 NIL T Tree PUSH 0.1 55.821846 209 1 0.0 51250.0 1.0 8.0 9.0 0.0 0.0 0.0 3.2647254 0.0 0.0 4.529451 NA NA NA NA
1 23023 SmallWorld 0.45635197 1.0 0.2 T T T 25 NIL T SmallWorld PUSH 0.1 4.8513527 21 4 0.048780486 42875.0 11.0 63.0 87.0 2.0 1.0 0.0 2.1133332 0.16666667 0.17638095 3.0308943 NA NA NA NA
1 23023 Tree 0.24639396 1.0 0.2 T T T 25 NIL T Tree PULL 0.1 3.5769238 13 1 0.0 7750.0 4.0 9.0 6.0 0.0 0.0 0.0 3.8369231 0.0 0.0 5.6738462 NA NA NA NA
1 23024 SmallWorld 0.31368458 1.0 0.2 T T T 250 T T SmallWorld PUSH 0.1 64.007355 209 59 0.006651507 180500.0 2.0 18.0 1653.0 1.0 1.0 0.34201101330387224 1.7429397 0.2573414 0.2572168 1.9587452 NA NA NA NA
1 23024 RandomGraph 0.31368458 1.0 0.2 T T T 250 T T RandomGraph PUSH 0.1 64.007355 112 59 0.006659652 168750.0 2.0 26.0 1731.0 0.0 0.0 0.2601401459383268 1.7453172 0.25622103 0.25630137 1.9583995 NA NA NA NA
1 23024 RandomGraph 0.31368458 1.0 0.2 T T T 250 NIL T RandomGraph PULL 0.1 64.007355 139 65 0.008204323 121000.0 1.0 5.0 447.0 0.0 0.0 0.0 1.7467631 0.25315934 0.25314012 1.9582258 NA NA NA NA
1 23025 RandomGraph 0.4307873 1.0 0.2 T T T 25 T T RandomGraph PUSH 0.1 3.1216612 23 3 0.23240589 32875.0 8.0 12.0 114.0 0.0 0.0 0.10922916381242781 2.7789855 0.054545455 0.11060606 4.631751 NA NA NA NA
1 23025 Tree 0.13945179 1.0 0.2 T T T 25 T T Tree PUSH 0.1 5.323996 25 1 0.0 6875.0 1.0 10.0 19.0 1.0 1.0 0.3033516320587206 3.323077 0.0 0.0 4.646154 NA NA NA NA
