"Dredge.Nozzles...Propellers.1","Dredge.Nozzles...Propellers.2","Dredge.Nozzles...Propellers.3","Cargo.Retrofit.1","Cargo.Retrofit.2","Cargo.Retrofit.3","Vehicle.Operator.Training..Heavy.Equipment..1","Vehicle.Operator.Training..Heavy.Equipment..2","Vehicle.Operator.Training..Heavy.Equipment..3","Wind.Turbine..Acciona.","Wind.Turbine..Acciona..as.Retailer","Wind.Turbine..Nordex.","Wind.Turbine..Nordex..as.Retailer","Solar..Landcare.Building.","Solar..Multi.user.Terminal.","Greenpower..Visitors.Cafe.","Infrastructure..Earth.Friendly.Concrete","Solar..300kw.Option."
-247.9666284,-422.4522226,-532.2152297,-378.1269854,-521.8694864,-682.9161852,-435.2183324,-544.9108903,-651.3510601,132.2052809,60.41660362,143.5064201,79.13141994,77.93599951,147.6240865,86.19032183,251.7081608,93.15047601
-285.5799456,-417.8432112,-496.5106771,-381.2398003,-530.5545064,-698.6297474,-433.8901325,-541.5488293,-660.6528193,143.8451421,82.97821437,144.245689,86.12880798,77.39424658,154.5609309,62.47690419,3.982458402,95.50929466
-259.9655606,-405.5138326,-521.0443838,-405.1080839,-526.1090267,-680.8447325,-441.1242838,-542.8412649,-649.0701854,128.1651265,68.34541951,138.633056,72.69985384,69.7496732,152.7997736,67.87973851,327.9544367,62.29389874
-256.6541575,-390.1559559,-493.1235125,-380.5631261,-554.6158703,-683.9580399,-427.8257857,-542.2157996,-654.807493,125.1563079,62.16566546,143.2944905,78.08340032,82.05670054,158.0261189,74.19222375,304.692314,10.94287121
-291.9709901,-368.5475827,-456.3433896,-385.7838741,-521.4218437,-646.426941,-436.9981515,-533.8822124,-640.6238815,122.2723438,56.12797372,144.3229399,68.35356054,133.823945,181.4594655,78.05319068,204.3657287,-4.713072748
-302.3429753,-376.6635555,-473.9665948,-398.2828703,-505.0838169,-669.6313667,-435.6045113,-541.3234574,-644.902745,122.2540497,67.84657411,139.9564121,70.25593041,108.6576881,170.7349486,78.92523616,544.2311403,72.04697934
-254.5742955,-347.8465461,-496.9854746,-391.4616087,-522.03401,-682.0340992,-435.6798051,-542.3414902,-660.8912089,126.7971876,60.07113811,140.9345428,70.22455637,50.83471297,140.8279343,69.70869257,-86.3092997,-33.14424975
-246.5307281,-367.0514479,-477.0117229,-378.4622779,-495.4020601,-642.1188617,-431.8405087,-534.1890115,-643.7039205,126.9729295,54.80865777,146.5247967,74.9132682,135.1282323,169.9591712,79.84195503,435.5550499,43.44130903
-267.4775227,-362.8054741,-491.184218,-342.0341087,-496.3955871,-618.5696754,-428.6135341,-524.2905073,-630.42814,124.4087248,51.94615956,141.9282922,72.23135727,156.7358247,188.557001,81.32155338,126.3224894,77.6348909
-298.897561,-403.9798278,-489.0429912,-400.2659503,-538.9166032,-676.3173835,-434.0633744,-539.2216499,-649.7644591,135.8992961,61.54574419,154.6532139,89.61859582,54.51401823,125.1236561,80.372087,-209.0966902,110.2945826
-265.6495327,-376.3169182,-482.0151167,-381.9330347,-549.5838142,-676.9210754,-433.6232354,-540.2973459,-652.8530307,115.8772066,68.5402919,148.5930586,69.26233661,56.630335,138.4055209,69.48778294,113.1668348,-43.43635851
-218.4732321,-320.1222706,-487.4180797,-382.9540437,-496.6129896,-631.8947315,-428.1110768,-538.9608782,-637.554054,124.4421576,66.14605373,137.2088079,74.84720143,137.3064794,193.3392832,68.25877672,140.5684511,118.5253945
-219.3439538,-416.1405024,-514.0598423,-374.3188175,-496.0036115,-683.4023251,-429.4793073,-532.306471,-648.5250538,130.0591436,73.03512909,154.090395,75.11992718,110.6733677,172.7953281,74.08252475,244.830537,31.01104256
-292.5514045,-383.9960315,-447.9258891,-367.2851878,-538.8299869,-680.1589567,-431.3935019,-540.322657,-653.9714014,131.5348562,65.92668306,144.935825,87.82260891,87.59292826,163.6719838,68.18109127,-80.2613381,35.76117658
-234.207431,-382.678344,-469.0247609,-377.5067434,-496.5025056,-652.4560366,-427.9159634,-535.3700225,-626.2513843,119.7659044,42.4613969,162.0573063,70.91713127,130.8737822,182.1369903,84.39880232,7.843842233,118.5133128
-228.0351385,-381.1251859,-466.9335885,-393.8419496,-514.8016134,-678.4816243,-435.0627214,-539.0034389,-656.7716361,131.7332107,58.43476104,141.6671822,66.48644976,81.58150406,148.669793,76.3695309,174.8827562,-4.540677764
-276.075398,-313.7768361,-518.921295,-362.859615,-501.8942456,-649.6061916,-434.7547978,-534.3740127,-641.1761621,130.2799083,57.41746085,145.9461654,78.56341609,139.2107754,189.1826244,83.39904021,277.9917836,110.8814276
-296.3244303,-373.109344,-497.6090151,-374.5430483,-513.9838894,-694.1247813,-437.1898959,-541.6933527,-636.7411348,126.8305698,60.88981874,161.9334382,96.07172257,116.3485377,179.2129568,74.60940981,88.23859652,9.043103249
-267.6807515,-339.8828188,-483.1102397,-391.6489518,-540.4185438,-650.4619154,-432.6589351,-534.825165,-647.6047395,136.1827073,65.59998799,145.93507,80.02256914,117.40443,177.6666463,75.23569479,152.7719864,34.00033452
-257.8877778,-380.7576216,-480.9468631,-389.5251455,-527.6667917,-671.0226525,-434.9094863,-547.1725172,-642.5656639,132.5358756,74.12956631,145.929967,93.44496911,99.27475876,175.7422998,66.35683829,179.7009716,180.1950102
-263.559669,-361.2336384,-536.4783887,-377.1398167,-541.150773,-711.1857801,-419.7659798,-548.2315436,-666.1233189,137.4422569,66.86144549,141.7407863,79.74308341,39.67820065,130.0958571,74.94233397,95.02900973,-58.15807623
-266.4697746,-331.1848485,-486.8423015,-354.9913227,-509.2528358,-670.910021,-424.7548867,-533.183377,-634.8912529,126.3613279,72.86941035,145.9127637,82.04859966,159.880948,187.8622365,73.63482793,347.8939421,175.7996884
-252.7451078,-386.6867902,-498.0370215,-391.0578745,-522.9229651,-667.1175925,-432.7692254,-538.0357091,-642.1001242,131.1114166,58.98102759,156.4004322,83.78849233,81.28302633,155.6293535,88.30577973,252.1379486,-18.74901539
-220.5166977,-384.7115808,-464.2981836,-370.2285958,-486.9414522,-628.9681032,-436.4955171,-534.7810389,-639.4009608,121.1630905,47.10968331,138.7715324,64.15757309,172.0655255,207.6615498,80.46450872,-129.4867692,159.5578091
-233.670192,-362.8483339,-483.7283707,-365.2762273,-523.3398237,-657.4951913,-435.2170606,-533.7862682,-638.5656169,122.3342438,59.26991142,138.7121017,76.69874601,116.7186079,168.2983266,62.76383644,43.99811835,38.03084164
-294.2865055,-362.8851087,-443.488239,-375.382523,-513.1223015,-678.6912903,-431.7738112,-538.2909812,-638.9057324,141.7784489,53.14492208,151.900987,88.88651264,115.3426407,175.3709152,82.13694891,362.8096486,22.09216757
-280.6499185,-365.2707636,-444.6272489,-378.1319973,-512.2987383,-656.7927117,-433.8441639,-535.4992467,-644.2822571,119.2641244,68.22926864,136.8612838,79.40762422,132.7966148,174.8759371,88.08516755,-162.8237033,113.6246135
-230.2055637,-318.5213183,-405.4871593,-344.8962215,-493.4962055,-670.4043559,-437.1120537,-533.951452,-637.0213094,134.5484015,68.26068193,150.6294621,84.1042663,150.3909275,206.1977719,64.67690842,64.12000828,48.36042826
-295.8115803,-401.3936553,-474.1982594,-379.8187598,-515.1629992,-670.5918345,-435.720559,-537.5145852,-640.4327351,129.6343377,59.39290487,138.3267372,72.32193332,92.9542665,159.7979113,68.8437083,257.2319195,146.518798
-219.0493551,-378.3488983,-486.1378683,-386.1201181,-522.4497518,-661.8290498,-436.8746655,-537.2752373,-651.7401545,139.8409627,66.32668166,148.7894005,91.90068656,80.44479854,150.4230281,77.44639545,-343.5973758,28.279094
-287.8589073,-379.773595,-502.7516871,-372.8586679,-527.506758,-692.3816399,-426.3036032,-537.5426249,-645.8067557,120.139673,53.38955571,129.7392879,65.96559515,95.60686051,169.969914,72.22885739,194.8750774,26.9832309
-300.7686814,-379.4378984,-501.3598463,-360.5299184,-535.0681165,-660.4660876,-437.994783,-530.4114921,-645.2010571,130.9852045,51.2977457,153.7370504,86.02177774,126.3254828,189.2583192,64.74784165,-51.03451061,83.92466092
-240.8178132,-385.9299295,-479.179167,-389.6000458,-547.7238367,-682.6430778,-428.6699881,-544.6707313,-650.111296,132.2505691,66.89686491,142.9782679,93.97957562,105.4012981,177.262435,62.94525464,250.3999522,92.39685085
-288.2955281,-406.3496704,-489.2345986,-379.0977624,-531.409346,-692.2462607,-426.3383731,-542.708825,-655.6989318,130.9848683,66.82249364,163.575259,77.3874829,51.49007383,145.0317275,80.56708308,282.6107361,63.89982016
-241.751656,-352.9337946,-464.7003326,-349.0853899,-502.19489,-632.9304541,-437.2081034,-531.1730488,-627.4818329,123.8856932,66.50091677,161.2442325,75.05431308,152.7965429,198.5281716,78.25818455,5.260922154,81.47883352
-275.8623512,-351.7480224,-524.1425842,-384.6721363,-536.0473651,-643.713918,-431.3365421,-537.5295596,-647.3745337,138.383167,65.12365467,162.2730443,87.26401157,128.9154733,183.7551993,80.03004079,210.0684556,114.538029
-245.3672454,-334.6329377,-524.3552586,-369.9575223,-514.6446332,-655.8401473,-430.8566316,-536.5018792,-644.0613824,126.8772458,70.87398226,136.9165016,87.28181236,131.9466805,194.799388,66.91342855,266.7367052,138.5044708
-212.9814434,-306.7378009,-464.5071738,-362.556598,-511.6342383,-649.2136865,-433.6319408,-531.825469,-637.3457503,127.6284718,70.41400502,141.6156809,91.68976557,149.1198656,185.1607078,79.04410155,100.0382068,75.89466979
-261.4238676,-369.2286847,-485.3292626,-387.1123964,-505.1850032,-650.9593083,-435.8567826,-534.0199341,-631.5349414,127.5712689,51.39772513,137.026127,76.62441803,164.0863568,199.2215731,73.40104578,268.5040343,71.63013624
-318.4060299,-365.8663209,-468.3816827,-375.2526535,-518.6969345,-675.1786723,-436.6556471,-543.3554195,-647.3475667,131.7901109,71.94214156,149.5847395,87.55977322,124.0868454,178.3019621,75.43060855,4.723108141,61.50935051
-301.8260013,-405.1027841,-477.7754941,-382.7469552,-519.351606,-685.7779846,-435.4254902,-543.1156793,-652.8762471,131.9255878,59.03028194,150.5247783,74.09261096,68.93445534,150.2453206,85.12858068,179.3060521,33.1958046
-260.9707786,-379.7488243,-470.5587797,-388.2504508,-537.8205046,-704.7354491,-430.108535,-546.408829,-653.0400773,123.2570136,61.72033958,142.6703467,76.10584466,36.06713782,129.4932587,90.56167787,185.2895881,50.74718701
-309.2027012,-350.9390579,-441.5317157,-369.4788691,-530.6233301,-675.2425404,-428.4441423,-539.2705784,-641.1581099,123.8747019,55.99013187,161.5474357,68.14352697,107.074308,168.5730107,82.23885586,327.2030152,61.65628424
-225.103795,-385.7130671,-494.505692,-369.795081,-520.7890557,-661.939536,-433.809499,-543.7031912,-652.7593262,129.2266862,72.9203509,167.014326,94.16479983,110.8418794,180.9212087,70.92786301,-9.94878599,125.8641311
-297.9496645,-349.5697693,-467.3145876,-363.1427025,-520.9038139,-643.7635036,-428.9987872,-539.5237268,-632.3481243,141.2221227,83.33953032,157.465032,106.1184426,161.8220592,204.4506623,68.61231739,-306.3934896,58.96952432
-286.8232156,-391.4659032,-474.1321826,-390.8677585,-546.4240044,-680.1880592,-432.5059458,-541.8604655,-652.4327944,121.2602807,70.50370632,157.2009279,83.89413572,87.11668161,157.7575279,75.28498453,240.24798,1.112676291
-274.1263795,-374.7829508,-495.8496958,-377.2313578,-526.2673218,-699.9294471,-429.8197265,-541.5616879,-653.8685492,120.2826949,45.48610714,155.7096624,74.35217562,85.07979866,153.655254,69.61472375,278.7649797,97.46123908
-256.3749072,-353.0451325,-477.1688486,-367.4247311,-513.8877631,-652.9397334,-433.5994283,-535.6285799,-635.4295696,132.8592794,64.83577851,137.7715153,73.67478586,125.2782816,186.9117125,77.11194159,289.0106206,78.23562301
-227.9014112,-346.7127433,-474.9419537,-373.1531149,-530.5370407,-674.8427917,-434.9342667,-540.163727,-643.7690551,134.2748094,70.59560139,152.1965171,102.5886005,88.44049051,161.5605493,79.62091213,-85.69151866,4.148154872
-251.0395335,-344.3617076,-509.0665782,-378.9022188,-506.5032919,-678.5168819,-433.7178567,-526.9752346,-640.0149631,130.9855211,36.91052748,139.5313606,55.68107382,85.29277011,159.6964267,73.18070978,255.0956199,63.81764553
-264.9174702,-379.1717279,-489.384103,-376.3853383,-527.9557697,-668.8454308,-436.9228367,-541.9700016,-653.2155173,137.1319545,61.51148682,142.827507,75.10285537,61.89761923,142.4139267,78.7785024,136.7655096,29.48778984
-248.6520548,-346.0903333,-446.2035365,-358.178304,-518.8379193,-641.1882412,-432.9218192,-543.7660572,-647.0960741,134.7478945,76.230492,144.9592401,88.52938437,116.9763652,185.6235885,70.37321627,191.7498152,97.73859138
-245.8067354,-364.4263502,-442.2662095,-381.7816217,-509.3521568,-661.6589706,-435.2953172,-538.5218111,-638.4443395,125.2801534,59.74148886,135.2253973,76.67303728,114.831465,170.150964,61.42632609,82.13426415,0.581061126
-256.5045814,-401.9423029,-499.7550105,-370.3113942,-533.4495348,-683.1266862,-432.3937564,-535.7512388,-656.7165392,118.705835,65.75732793,134.3985875,80.74344762,93.90419284,171.2145741,64.10302835,93.7392668,-15.09004329
-249.3267023,-382.0676706,-475.344601,-359.0751198,-499.0123567,-644.9622748,-434.9725442,-539.1253418,-642.2187155,123.288399,58.62362303,144.0000599,93.92107958,156.1737882,195.920461,62.86699545,137.0147246,80.53218277
-252.4386833,-416.4416874,-422.4813932,-356.8163886,-516.7537916,-673.9427331,-430.7692506,-540.4489087,-633.8500633,133.7235993,59.04452082,143.5604393,66.88891835,113.4754344,172.6869024,80.36617415,294.3289725,135.7213624
-330.4959615,-386.0609243,-507.8605154,-383.8167533,-545.2318072,-689.1519932,-432.5696798,-548.6682707,-654.0642066,125.7105072,40.64586166,153.3878096,62.53619026,83.51471841,155.6381453,64.8039805,-5.403288542,-26.65427088
-300.7500053,-341.1126821,-452.1501771,-376.4873924,-511.6540544,-649.1646271,-430.2037467,-530.7453462,-641.0659297,130.3975515,61.9939352,149.9568129,87.62121297,110.8145115,178.5818751,68.37055863,141.1521703,122.1212721
-278.3424056,-430.7195687,-497.2799268,-375.7935813,-532.0801694,-703.0380401,-429.5511859,-543.2762191,-657.3042463,121.7571914,48.89007892,142.692654,79.78129107,70.71705128,145.4250331,79.96513553,374.356994,109.2173668
-289.5154568,-341.6344084,-431.5590416,-353.6513717,-520.8370626,-644.0447817,-428.4573856,-535.1150975,-631.5066539,130.6214525,71.93774228,147.9040855,89.40876389,136.2022762,195.969316,78.66964707,579.3169903,78.3199035
