"Dredge.Nozzles...Propellers.1","Dredge.Nozzles...Propellers.2","Dredge.Nozzles...Propellers.3","Cargo.Retrofit.1","Cargo.Retrofit.2","Cargo.Retrofit.3","Vehicle.Operator.Training..Heavy.Equipment..1","Vehicle.Operator.Training..Heavy.Equipment..2","Vehicle.Operator.Training..Heavy.Equipment..3","Wind.Turbine..Acciona.","Wind.Turbine..Acciona..as.Retailer","Wind.Turbine..Nordex.","Wind.Turbine..Nordex..as.Retailer","Solar..Landcare.Building.","Solar..Multi.user.Terminal.","Greenpower..Visitors.Cafe.","Infrastructure..Earth.Friendly.Concrete","Solar..300kw.Option."
-269.3589465,-403.3720702,-454.3908806,-387.5445921,-504.5768609,-676.8500687,-435.7198255,-540.8174169,-645.1899127,125.7709037,72.47237914,142.3421012,90.71788343,96.0655582,146.8809336,83.56397816,-50.38425348,10.21558384
-280.5575488,-423.9133063,-493.4063507,-376.4349796,-527.7710544,-678.307333,-430.2460158,-536.2872598,-648.885021,129.1183538,47.82898243,141.4838271,55.4098144,114.4802233,168.8223903,85.96352588,460.4942024,133.511144
-243.5207899,-396.9730331,-504.5435337,-367.7976555,-528.3910988,-683.7416268,-433.6225584,-540.0364434,-649.610683,133.9826605,60.38298995,146.998093,74.67826051,55.45835614,137.458399,88.83498317,413.0928919,45.03949285
-264.9609522,-391.6461954,-500.4210955,-387.4322497,-535.0318289,-672.5393019,-432.7348459,-533.9890793,-652.1298264,122.8602925,73.41333819,130.4450169,73.37256361,116.0434791,180.5531868,64.29929623,198.1926641,6.746214433
-246.8427238,-351.8539421,-450.6317211,-371.7335585,-501.3657686,-658.8551474,-429.3315171,-526.1615901,-640.85108,135.7591794,77.14562162,153.4090149,88.34939464,150.0204729,201.728237,72.14940672,10.57492019,77.96275604
-255.009945,-346.0265509,-485.4296239,-376.2599604,-545.4982085,-677.6182019,-429.5187954,-538.9591883,-646.5874942,130.4337706,66.22029079,149.2927869,76.13388302,110.2864186,169.0820219,77.99151555,217.5042379,57.12773384
-234.2571973,-385.0216812,-451.4673739,-379.9939899,-539.5694569,-672.6826622,-435.6912747,-539.8432688,-646.8152054,132.9196768,65.27596691,146.1921369,89.80193565,105.1653069,175.0517409,71.28955887,355.9099861,25.5080787
-275.105466,-357.3205034,-454.1769756,-391.165368,-526.0158366,-676.0148975,-425.6789299,-533.7207494,-636.7279871,132.2147079,80.95144663,145.6519576,97.66770524,104.9368427,163.7827983,71.63566086,337.1290755,169.0872903
-226.0471757,-361.3991941,-447.6391034,-365.7994925,-517.1334804,-670.7064838,-434.0264689,-542.6546554,-643.3869572,125.5132786,64.60068747,135.182199,68.06874693,86.28715286,147.6473386,80.57086011,423.609739,71.24560528
-252.2383644,-389.2160072,-443.4996951,-374.0407613,-507.9783176,-666.183299,-428.8166477,-532.2402415,-644.6194428,132.5115949,65.81098616,148.9570378,78.53174767,131.4305536,179.9806058,80.29649337,65.92208753,124.5988025
-276.7625261,-379.0612097,-493.735548,-392.0643439,-538.7141995,-702.8039406,-429.9060676,-541.2422962,-650.6231267,126.7872007,81.90919222,162.0073902,104.1790733,39.96476083,131.6066226,72.58532637,-159.1752987,-3.017924795
-281.7017984,-357.7361296,-518.3684293,-370.9309826,-524.9247852,-653.1312453,-428.5553723,-542.8738621,-645.7078486,119.7001389,67.00550449,155.1614346,95.0727368,97.19615606,165.0893713,69.90826454,-64.44198227,131.3797617
-274.7888195,-349.1080044,-481.0868178,-374.2937619,-502.5685497,-663.7321727,-435.6942247,-535.7215797,-636.6274261,130.7305437,87.39980145,153.1863312,103.8720243,149.1036639,206.6897911,63.93681333,138.3105732,97.55608438
-238.8401099,-352.8808399,-496.1827661,-358.2987639,-504.1015389,-659.9565306,-433.0069322,-530.1866012,-631.8889209,124.0507072,49.46635982,145.3032214,76.01953486,131.9652877,180.3085891,78.78822783,-7.104198373,159.0575735
-283.3471911,-403.7314328,-499.7561345,-393.0788921,-535.5305315,-694.7450985,-426.2814481,-539.1134736,-660.851437,144.5499147,83.29596285,144.8335257,106.9694326,104.463766,185.124691,70.68161107,-82.35709071,53.05633024
-235.7819251,-401.8036873,-456.134755,-394.6435952,-502.9582845,-669.7250598,-435.3609038,-536.4111428,-646.5420019,131.183713,61.16863026,140.058237,70.1514688,140.104796,200.5915007,60.85016311,398.9812491,92.25660782
-284.8337058,-398.120086,-503.7008933,-388.6170791,-528.1835121,-710.2485228,-432.1903853,-546.3976124,-666.0685165,132.3893793,78.46578064,158.5459598,91.39793447,37.39482394,133.526488,66.27605309,148.4098962,-58.75679361
-241.8860442,-385.960056,-485.9282054,-363.5095279,-520.6467358,-659.4033161,-428.4362908,-527.7048973,-629.7687047,130.6813857,71.00662073,157.9115446,86.43744819,119.4086973,175.7121594,75.94829059,216.5093072,71.54143341
-260.5496249,-358.2443929,-467.2671167,-378.6483658,-528.1093655,-638.1864887,-433.671163,-525.1815621,-640.0227895,120.140773,52.8619632,139.1670886,65.44631405,125.394998,172.3262544,79.22424638,26.96831948,85.53770629
-270.7092973,-399.461214,-470.6573191,-373.2102965,-525.6754397,-659.4564069,-428.6947118,-532.6617028,-642.7113431,133.0338585,54.27806162,148.6136575,81.96605804,120.181948,173.6460696,74.67981073,34.84024007,71.04370478
-266.4036254,-369.1904303,-523.7046101,-382.397039,-541.6427947,-709.4730652,-431.8242239,-543.5724086,-661.3888401,122.4603732,55.12848572,144.9879497,69.00732743,49.3454894,137.3878915,75.3789486,123.9720113,7.041493831
-235.0658126,-360.1584541,-507.0166128,-379.2551651,-524.881417,-659.0188728,-433.3609525,-541.2046848,-649.591781,122.7749434,64.80728117,152.9633303,82.89375591,122.3407233,176.3701272,76.97517146,-77.17227187,138.1411435
-263.6664491,-345.1481653,-492.7589698,-358.5842364,-525.6149014,-673.9944465,-427.7844366,-538.2996097,-647.04382,125.9110003,63.51296158,149.0302877,73.32368927,112.1853429,177.9509104,70.75654422,170.4020064,98.7677078
-254.1881572,-380.5774306,-494.8031282,-380.3369809,-531.7985754,-692.4833371,-436.1355,-543.5303081,-651.3523448,113.4926277,51.70446461,131.0622181,62.81876496,103.5182442,169.0884519,68.89994892,-41.34535705,-10.94657317
-281.7218722,-335.2932878,-513.7843084,-381.6617472,-502.9068629,-659.9622593,-425.0673185,-536.3796743,-647.1672105,135.1380024,73.28638848,143.9587108,95.78070803,128.9395386,188.139932,68.48850124,103.7490238,136.0629416
-265.6578942,-344.6488774,-476.872867,-370.2919501,-494.8668759,-645.4842815,-433.2574516,-524.3574373,-631.3650603,128.5051919,52.26282524,138.54973,75.23132967,134.5468221,178.1758088,77.40610763,291.9884486,33.21399852
-240.0113405,-358.3821825,-458.9031919,-371.1515133,-496.4524133,-663.9165671,-428.9892782,-534.9465175,-642.3820702,129.4186351,91.03844497,160.6274826,109.7825459,162.3015526,207.0417804,67.51083247,25.01913382,171.0123498
-268.1148591,-375.7608087,-483.4712397,-389.2902997,-529.3860076,-655.831299,-430.7071009,-540.7453041,-642.2303055,134.4199571,57.90864063,148.8521315,69.73450773,91.96249633,154.0409626,82.78095147,93.21225817,106.4196129
-255.0845293,-402.0812816,-465.9151452,-372.6011745,-522.8424493,-649.9994631,-430.1253919,-541.3288923,-636.8073568,116.4312166,68.38759575,136.8362944,80.29408077,107.2444005,168.3267173,85.09744426,158.9895429,80.25191182
-261.1143363,-402.1742823,-446.3968823,-392.1967766,-538.3367882,-651.3350935,-430.5294094,-538.6348184,-649.2655614,125.6635046,88.15887962,145.6416213,99.92114141,117.0312183,193.0878437,62.24080685,68.05606008,84.38197282
-294.365854,-400.0494844,-470.2774823,-371.5996887,-522.3734946,-651.1467586,-417.8600694,-542.3365639,-641.1700915,118.5930027,67.98648007,149.2938715,84.09195176,119.7058584,170.4468833,78.09751117,253.4954738,64.17128441
-271.7781697,-364.7025588,-518.5125729,-400.150481,-520.1500323,-674.2750446,-435.9373802,-544.4420902,-648.442812,139.3026529,60.95473499,146.4413915,75.26438306,91.57651601,162.1768992,77.70838775,336.2954029,4.639607626
-299.6366866,-398.7327892,-491.3939932,-393.2606884,-542.0095759,-677.2700895,-427.8419489,-541.5674222,-655.6725072,127.193617,65.19554594,165.1405117,77.51883652,73.06317923,157.4505481,61.2192939,386.6359256,-25.69986024
-227.5756062,-406.3070226,-453.0274913,-368.6503008,-499.2237006,-627.491732,-434.9213364,-536.0461459,-633.0108795,126.8295681,71.34577089,146.851344,86.22544827,167.8220706,204.5647681,74.24144366,-79.98100735,85.36280926
-276.7021703,-402.7443191,-526.1867186,-385.5771006,-541.923474,-657.8960809,-432.927023,-538.124781,-649.0886731,130.6314745,66.66188253,150.5760105,76.55855109,58.24631251,139.0106492,74.7212469,466.2623609,12.53609478
-277.2346842,-353.1623231,-511.4700114,-392.5551832,-533.3333226,-669.5316295,-426.4944089,-540.2448285,-647.3989739,131.0590156,81.5102993,152.7683703,84.74909395,86.03591352,158.6884081,80.4642362,420.184456,36.70623448
-307.0285392,-364.5202157,-486.3632214,-389.3373139,-524.0540643,-682.246127,-433.4913503,-538.8321861,-645.3294911,123.1080768,66.93188094,153.7994625,63.95181489,108.8973006,170.6654511,81.27083268,76.94559223,65.208578
-252.1193681,-339.7892904,-494.2744836,-387.6079912,-539.6046761,-670.4568939,-432.7488529,-539.265326,-650.8144126,134.5420145,67.90039682,163.8909622,85.66722671,100.8974457,167.611874,81.03324261,405.5819214,131.2529786
-303.1779135,-346.1222901,-467.8235866,-386.2951698,-532.5937543,-664.4138948,-429.3030751,-541.2093925,-646.0634209,119.5589663,65.33470972,150.6788142,89.90077182,94.93480305,167.5991967,79.79699175,-34.19028448,8.72176417
-268.7863544,-345.794002,-430.3730124,-391.8825179,-519.0705092,-657.1342025,-434.4439492,-540.6295355,-645.9034407,121.9433791,44.61136933,133.1341335,66.66988542,112.5001365,159.7066261,63.40705606,109.349945,-7.279002759
-323.0277811,-347.0481334,-483.0320831,-380.2756333,-530.6097386,-680.6308289,-436.5352551,-539.1526975,-654.976551,137.9536501,49.85146763,144.2966891,65.27977601,75.45321399,155.8283485,81.15098657,-29.42009111,58.22179398
-269.84656,-364.597194,-446.385612,-372.2072289,-488.6794943,-661.4679764,-429.2979757,-530.0825201,-638.8454218,141.6620193,62.20954939,153.4048937,83.39096098,122.175977,170.1218868,74.09754788,44.31980264,76.60499969
-244.528128,-324.3304342,-466.5746282,-365.9502946,-539.0801615,-670.5786834,-434.2162739,-537.9889165,-645.4327381,134.69122,62.60955656,140.8305384,82.4576537,100.8341968,166.0474649,81.17720039,-106.6413133,-5.740619943
-264.7597776,-353.9320872,-488.8196226,-390.0319361,-531.3687273,-664.4616361,-431.0126061,-534.1074589,-645.1029372,142.0050876,72.75625463,150.2418784,76.33867362,96.34447183,162.2207577,71.41016697,-153.3065341,117.6826773
-270.2832796,-392.5519183,-532.1718,-382.7548328,-538.4143861,-678.6548876,-435.6544028,-545.6188932,-660.8251624,133.8128016,54.46088672,153.7260995,66.77308484,73.33739157,157.3514037,74.34108147,264.6699056,-2.166020512
-275.4044102,-380.2848477,-486.9587545,-402.5191219,-520.1540867,-690.2595117,-429.0685296,-539.9727973,-652.1314704,130.3137501,58.65844357,156.8234231,70.69849263,93.57586823,169.2323965,63.24905187,-17.5697338,3.106858429
-263.4651431,-394.1810755,-521.5275859,-374.6578445,-544.637325,-676.8254801,-432.0590603,-543.7662073,-653.6543608,126.5453867,51.52927137,151.6454905,59.99509214,90.03780823,160.6361021,67.6302277,157.9087203,19.97811924
-275.6425911,-369.8179432,-525.6076947,-368.3245836,-546.2339354,-676.2226702,-433.5309475,-547.9873717,-647.8553605,117.6812144,63.37600445,152.4146478,94.24756644,89.42244011,159.2508034,78.75338707,151.8503946,53.92839953
-273.4460058,-437.049762,-487.5778501,-394.6143746,-528.4233873,-695.4309735,-437.4716937,-544.1265661,-659.8937237,127.8385535,54.71223332,144.2789639,80.61447778,44.96943262,135.9538013,76.90906395,-100.8543401,37.6681759
-249.3796124,-364.8994254,-449.2949083,-370.5320595,-534.2209711,-654.7169617,-432.7106052,-537.4423176,-634.0881885,129.8217915,48.37444769,130.7516807,75.12459486,101.4438401,166.0043027,79.11661405,73.51590873,41.62044544
-286.2914816,-395.5291313,-520.1502331,-373.2653927,-541.0925445,-681.0210291,-428.5337954,-544.2460621,-654.6065299,134.8805562,71.0581384,151.7040453,93.17244966,105.2620986,180.8140741,56.50278245,219.0469378,93.60719705
-296.8850765,-377.292394,-518.0788933,-400.4843111,-536.7109721,-680.0019666,-426.713067,-547.7431221,-653.519391,130.850464,54.51302792,149.3127314,73.25748141,50.20128981,137.5054682,70.42091493,210.3679659,13.3513087
-267.3516456,-334.1128109,-514.1092934,-381.6908078,-506.5713061,-646.2171105,-428.177527,-536.1232308,-649.4715046,127.5427367,73.62103485,151.3220347,81.21183234,136.1385543,199.5931871,65.20702171,118.9358109,104.8737065
-215.6404563,-332.5128882,-418.6877497,-370.4792504,-505.2328563,-644.6847651,-436.8797892,-536.3680947,-635.460743,145.6934822,59.03903348,152.2718597,99.52146314,160.6436667,212.1844433,56.3876937,219.5811717,202.900271
-297.5067949,-352.125566,-469.2855203,-378.9539094,-530.3284719,-672.7092447,-433.9495245,-541.787385,-642.142431,132.9992296,48.89921994,148.0224034,73.26009145,115.9589467,171.0848939,75.08767621,210.1225753,134.9496056
-294.2913391,-376.036342,-503.1977792,-385.3232058,-545.4866713,-701.5449309,-433.6946207,-542.0224231,-663.345831,127.048786,62.71862215,146.8864337,104.1088814,85.48396855,152.1371733,71.52440551,-210.413865,-65.23959705
-246.6114926,-394.6918974,-495.3366619,-360.5975887,-527.4208788,-661.4912411,-428.2945996,-536.0408079,-646.0472183,125.3411813,68.641603,164.4090044,97.98421969,133.4083673,187.1218415,61.0718865,223.7131541,71.47309688
-246.668255,-363.1741942,-453.3681666,-371.6355274,-506.3167229,-643.7800031,-436.3774716,-537.2206268,-643.6732849,119.6846164,35.9232547,138.7420333,72.02453678,145.9320113,184.7632731,71.19653236,464.7675321,65.51624077
-304.6547921,-374.295899,-520.3039072,-389.3587397,-534.3918519,-680.2161278,-435.3610726,-544.0510413,-654.249584,136.3284184,71.43583145,160.0971987,84.17434024,79.76659885,154.4298209,66.84939622,230.5800548,60.33577709
-259.4488925,-372.9368422,-488.7763954,-373.4942018,-509.1757768,-647.7011656,-435.2450113,-540.6255176,-641.3447551,125.6994085,81.28534428,160.1617102,77.92324412,106.7978077,170.3414087,77.36722833,141.5581614,-12.31044641
-237.9633005,-385.1968078,-490.538605,-390.0250376,-535.8699812,-667.7890432,-436.8799949,-545.9859818,-642.8740965,126.4904586,57.66713753,132.9003069,80.29929505,92.84761788,164.9634785,80.0387901,372.0552457,40.85104462
-248.4536182,-382.1679817,-532.6017463,-387.1480545,-521.2761381,-688.3690557,-430.3625348,-537.9586813,-652.5992101,118.183153,43.97587197,149.534908,67.64717564,69.4635739,141.6142085,72.19118796,99.07362642,63.54668578
-271.5234379,-350.5199505,-518.2688201,-367.3972063,-529.9618994,-657.9594984,-431.7895815,-530.7992143,-644.6371562,137.3357042,66.09488134,138.2654937,89.8444471,99.31972318,152.9652314,67.8202532,220.0738021,102.3853288
-303.6908982,-334.229111,-478.3809558,-373.4765738,-513.0132778,-666.563665,-428.4237466,-536.9992392,-640.7162288,120.2269222,57.43345344,149.5354652,66.50553235,106.4147673,159.2089526,76.43491368,331.7343548,56.75937807
-274.7256011,-342.6148241,-541.6720202,-378.3172362,-516.9351705,-674.9566983,-433.6830054,-540.3653682,-651.8400468,129.1922704,62.96599254,150.0988236,95.07311699,88.13797293,149.616236,81.20171126,88.91998458,53.94621526
-282.2982756,-369.4663231,-446.8251972,-385.4389068,-520.0422413,-684.2977921,-437.3320033,-538.0398072,-637.8865261,122.743654,59.03787897,147.6457271,80.67111156,106.7779678,173.3127689,73.98875225,164.2862016,-32.4284738
-287.1549035,-405.642249,-515.3663689,-407.1865131,-533.3714223,-687.7341963,-435.0395904,-543.3787594,-660.4961781,128.0623828,55.729435,140.3643667,68.28661482,49.46400061,138.5506738,73.13114787,392.2588354,20.29474775
-297.0645201,-350.067875,-448.3365467,-369.5776852,-524.1245409,-634.5964772,-429.6756621,-534.9420955,-637.6824811,124.3840939,56.21301207,137.4666779,71.27543448,147.4592764,190.5490721,79.92296629,317.782838,65.93055432
-245.0559613,-355.4571629,-439.0217634,-379.2046433,-505.4608822,-651.190318,-431.3897173,-536.8279236,-631.934428,140.2040385,53.79685578,141.0675616,78.25903743,148.090903,191.5432879,73.99712845,291.4114179,60.01537964
-283.5624036,-416.8085967,-536.9641404,-390.598655,-534.40538,-695.1161373,-424.7333458,-547.109587,-656.8622342,134.7420868,42.18599031,137.9671025,69.38389072,53.85929054,145.3525774,81.22048289,55.26994529,-18.50184629
-234.1123129,-399.9879606,-443.2508327,-370.7062758,-512.3624202,-667.4353482,-434.6736586,-540.4543359,-651.05801,144.9083902,83.82770032,148.4635345,92.36692489,80.64491196,151.4670009,78.23430088,249.0480657,45.23341863
-305.1333827,-393.5266279,-497.6828494,-370.7488686,-538.7458768,-690.1545162,-432.5643527,-539.7439258,-647.5861491,127.1843347,47.92088946,137.4905945,69.47909666,82.94414025,153.81365,80.91554189,-48.35345297,43.83249055
-224.5784668,-380.4386049,-460.7203695,-384.5107836,-535.0980443,-673.8189355,-435.2844193,-536.9900839,-650.4107569,131.753151,76.71994226,146.4603704,94.62105866,101.0682066,169.3371484,54.94703918,106.8540505,47.38793124
-281.3708821,-411.3740396,-499.2033674,-380.6963135,-536.8941879,-683.8019097,-430.622721,-539.5906272,-651.579698,132.0188967,73.91802189,141.5560324,89.56523715,68.60640252,149.3225488,70.17278799,142.0305997,115.1672799
-296.296973,-359.4945318,-433.0128052,-389.2789708,-496.9500565,-664.0325763,-425.7375177,-536.0208427,-634.6414203,138.7671851,55.32880826,159.2397745,80.20517373,119.6841149,164.4271694,77.44990417,286.7964962,158.8622264
-234.2257137,-343.105027,-479.7111536,-352.5093082,-507.7251777,-631.0121338,-421.994828,-538.2654151,-638.1244252,115.7481803,60.48973179,138.4000386,78.14330618,129.6191193,171.6613439,77.22223799,480.4078057,121.0192004
-234.4714947,-379.3859587,-441.9592196,-388.6476868,-500.6920446,-684.1865183,-435.4927662,-540.6277204,-647.1359274,116.6331922,57.68579281,136.7072322,64.49250434,115.0553028,176.6326007,77.92892824,120.0016519,73.5891115
-230.0155272,-406.5947892,-473.4625835,-359.5378431,-544.5360419,-683.0247816,-426.8316501,-536.8027033,-643.7178816,128.0819988,67.79965505,153.3984059,89.4443035,88.40856216,153.045552,73.67931387,58.31626567,41.25398915
-307.3739516,-378.5435387,-473.8372761,-382.6922439,-554.1865101,-676.6794795,-428.2314791,-543.8716195,-653.321298,140.1423434,59.47299733,140.0408908,79.28824472,60.39436652,138.1066158,80.12284944,-52.05013626,74.93993686
-238.3198646,-390.4785648,-496.2577906,-387.681869,-514.2221368,-630.7993596,-428.723746,-528.4619311,-628.4145663,131.4363952,76.67779798,156.2996628,96.41960772,185.4357534,206.9044512,81.09992315,520.7977551,99.52133279
-275.8769358,-382.7463823,-512.5519876,-397.3658693,-537.1664062,-681.6035211,-433.1753024,-546.6215281,-650.7750705,124.5687598,66.6280066,159.6520804,86.10636563,84.64372769,157.9570857,67.43255113,338.318917,16.93019637
-276.1383902,-381.8516829,-517.748275,-385.2783551,-535.2064755,-687.513721,-422.4453451,-544.7893833,-649.4298791,135.5800134,71.36472435,158.9971284,93.41746213,77.30480099,142.4960657,79.8715767,190.3020213,33.90503898
-283.5955968,-381.7297051,-513.4746285,-390.8647537,-545.1003313,-680.3791803,-424.1439608,-546.0095613,-653.79782,127.2849426,65.38535034,142.2793311,85.6381832,64.95206557,135.6852404,74.88489821,436.7210506,32.41501172
-278.7156235,-387.8330294,-513.6120845,-374.0639312,-530.5977443,-688.5742432,-430.6540239,-539.725126,-652.3604836,135.4491479,67.32119346,151.6179378,91.48217596,75.5796363,154.0777948,74.92388506,193.582044,12.31294096
-287.9117489,-369.7270125,-466.6545264,-361.0109354,-517.1469593,-691.9731269,-431.9237852,-540.981893,-650.5410557,129.3092214,49.24150725,146.7483599,59.87335343,94.55452061,163.0183001,67.02267184,-64.57549881,104.4103816
-274.7937594,-347.0325685,-492.1452912,-380.2042037,-521.3744252,-680.956723,-433.7707026,-536.1438617,-652.8388336,132.3604047,83.75637628,150.7314502,94.46382383,96.69956454,174.0109624,60.03643603,-111.6934826,100.3587279
-251.3900917,-346.036171,-461.0922657,-392.7435361,-522.961912,-659.815331,-429.6234588,-541.0724582,-644.3384591,126.8462258,59.04810782,145.2708146,72.21372188,114.847405,173.4591023,84.13630908,115.2509245,70.74886525
-269.8903051,-420.5668229,-510.9791337,-399.4656288,-513.0991257,-689.6384713,-432.0011924,-535.4972571,-652.8134777,136.9643409,46.77874906,149.1075576,66.86468176,78.31564372,152.8569185,74.0382489,24.29474709,50.22996198
-255.7064066,-398.9456763,-489.9959879,-372.2000979,-519.9776187,-654.9754991,-431.0342256,-535.947243,-641.9257066,131.3927145,64.45877877,162.6697052,72.7224996,116.3150315,172.8140529,78.06253663,-335.7913754,69.81770562
-300.2757433,-377.451569,-479.0440712,-387.4743816,-528.1751593,-672.8862731,-429.0508029,-543.3413805,-648.3735785,140.5924243,76.06243905,146.4370108,99.68915488,118.4669306,180.6935064,71.89744875,-41.53400444,142.0511834
-245.5449104,-327.3696105,-464.4044835,-366.0871285,-503.8269352,-636.9123651,-434.2370096,-530.4767917,-639.9784891,138.8637918,53.9929742,149.7902583,78.60027191,126.1570614,177.7998965,84.70121009,77.29132616,4.612176633
-273.3621322,-390.7822943,-463.186352,-360.9012931,-515.9811806,-663.7563332,-433.0874419,-542.8922619,-649.2706828,141.3659934,57.23556977,150.771932,83.62413494,112.7290368,172.8561805,81.1716999,275.8531917,34.65216474
-272.1481528,-377.2372992,-521.7209949,-399.3026326,-525.6479942,-696.4302314,-431.3150159,-545.8755163,-657.9355973,119.2430475,42.18444662,145.5033329,53.78348863,45.32892532,137.5624022,74.11777567,490.9062644,9.57815853
-271.796577,-390.5396234,-472.0626605,-382.7634798,-522.6753845,-679.3627713,-428.2913489,-540.354295,-647.2731958,121.6943578,56.15988392,143.4204772,74.28430765,85.89713923,161.9084376,70.68780865,127.1789152,5.005973061
-262.5984746,-348.2999127,-435.847785,-371.0761124,-525.1723236,-639.4519425,-433.106228,-539.7481125,-640.8804784,122.2605662,53.38569103,132.9897399,59.75782061,144.6521545,185.8725402,77.51125388,204.7786367,51.27768386
-276.7929901,-388.9561654,-496.7928607,-374.2373169,-493.2867777,-652.0315803,-433.5160571,-536.3598074,-647.106243,138.3414304,52.31837885,146.7517943,84.84659472,125.052626,179.2437969,75.40925253,19.99666567,99.01149414
-261.967554,-326.775434,-514.4498245,-375.6883367,-523.6529767,-665.036268,-434.9771583,-535.7943437,-645.9570133,129.5163349,65.12702487,135.1294451,76.54729289,130.0422028,183.6334562,82.21893544,281.5316906,49.58374445
-278.9967129,-336.3065657,-509.0492047,-370.3209575,-495.6592839,-645.4557542,-435.9590756,-531.7858318,-632.3253776,134.0798134,79.20558105,144.3224228,93.82580773,119.3164274,186.1869367,70.60517363,-71.28530837,99.26818457
-253.5085467,-389.0729619,-465.2058256,-376.6411541,-530.0717074,-666.0637836,-428.5286729,-544.1215826,-639.7076763,133.8252308,58.96038241,146.2808131,72.08905838,107.8445671,155.9326996,71.77248954,154.1296843,15.60764913
-275.1787896,-382.4974425,-477.6758688,-367.3783837,-522.7286307,-645.2081669,-433.313613,-543.7875659,-646.6279742,127.374168,68.26984847,145.0973653,92.62642731,103.5673684,162.6270261,76.61549982,-45.76714754,-38.13609629
-226.7554335,-368.2045895,-430.5639859,-378.6839852,-539.8414796,-668.7683829,-422.9112272,-540.6543825,-647.4165543,133.1138456,57.42797488,152.5202167,83.12775685,132.970464,191.9082328,74.07688483,72.64505776,41.4007014
-252.1615449,-345.2196218,-434.57829,-394.0028715,-535.433087,-663.2080561,-423.7034339,-542.0431597,-637.1660423,131.6624518,80.08572586,148.4865445,101.9170171,124.9405641,176.0084434,80.89590142,-119.5785729,106.3190657
-245.8117822,-340.4292583,-470.5580283,-373.0409131,-551.906753,-678.998829,-430.6947351,-539.412149,-642.8606248,128.4515951,58.75758481,149.6967948,67.78841542,102.2607005,165.0549466,75.6376009,250.7830712,19.70859167
-258.5183265,-371.7575276,-490.397862,-382.0767462,-509.8274734,-683.8514776,-434.9093416,-535.7242724,-650.4635227,130.4108034,55.45435643,150.9733324,71.53203575,92.90182394,150.0785155,79.24607832,16.44156882,6.688521834
-288.4065227,-394.7970257,-487.7361092,-387.562823,-530.4847686,-689.8310687,-431.116439,-539.3477917,-650.0147266,126.6249354,55.41122354,151.762659,77.07413889,81.52298298,166.7188664,79.92244065,285.0562811,10.1742212
-258.2765059,-392.796019,-470.1033899,-370.2374004,-527.9755923,-677.5778241,-437.5199252,-535.2428801,-650.4806001,127.1256774,55.93188467,137.8198633,72.02480973,76.9009966,147.0849444,84.46320157,374.2027981,0.069106872
-269.9797762,-368.3010422,-517.5997708,-383.1428426,-535.8792617,-652.63713,-428.9133981,-532.3465517,-639.7391366,131.3241053,66.41551559,154.5252523,77.38608515,150.6232414,204.6647651,72.38439676,405.6116488,35.32882348
-262.2901654,-366.5830219,-463.2357322,-384.1369767,-534.2994154,-685.6515389,-434.9640016,-542.2239661,-655.9365726,128.3998114,58.06385173,141.2163143,83.27131563,73.57402876,154.4359286,71.31487193,303.79222,-12.70121588
-217.9634336,-366.137559,-427.0411237,-360.1304198,-496.6012216,-628.4810246,-430.2584958,-531.8408701,-628.1402986,141.0149549,65.55227146,144.4637096,78.26863496,169.0710445,202.4607937,72.59919258,205.5099277,56.75882876
-236.290284,-363.8351839,-493.1796487,-370.8258476,-520.3148211,-671.3995661,-430.292447,-536.3817572,-650.3850519,124.5029134,55.4454586,142.7602183,62.46690899,96.37247903,174.1607782,84.28840046,-22.40828553,18.33049803
-292.0396483,-319.969288,-441.7157918,-363.5473206,-509.2831442,-651.2345811,-432.6619604,-534.8381615,-635.7970695,128.9743679,53.26742477,140.3020778,77.88852277,108.1677817,167.9935833,90.59881258,32.90655248,96.51989237
-294.1206354,-376.2115529,-457.5333237,-370.0345069,-543.9812248,-673.1696285,-427.7599474,-546.1970024,-649.5833419,126.3445608,75.9280731,144.4419312,98.12239152,88.86276726,166.2807567,73.53663287,361.307958,71.0680441
-209.9514315,-329.346746,-464.4583587,-360.9077904,-506.0802782,-624.7157965,-429.674999,-538.3089832,-642.0062699,132.5094876,61.94278003,141.1254456,99.44357425,158.7264107,206.0533556,64.86241742,197.9962583,133.6338314
-295.2131422,-351.2191161,-481.9393542,-388.5988749,-520.5353185,-691.3353826,-430.3822868,-540.8350578,-647.824635,121.3853241,51.64184926,152.55845,64.30231778,117.2552495,169.501812,86.58612872,366.7654474,39.97955619
-256.848527,-375.2998824,-464.4902754,-377.2873495,-536.1539007,-662.0775595,-433.7950265,-544.689405,-639.9309547,143.1390856,74.12866056,148.6842971,93.01124975,112.8863697,172.6605735,70.20559777,305.9013926,119.8960084
-248.1261084,-387.3125836,-505.4103971,-368.5030338,-527.8298189,-674.1510325,-429.291303,-539.2480025,-645.9454639,127.9615541,49.60151225,138.5725617,59.71764758,72.25544614,148.2224338,75.9187283,90.27426652,64.57396958
-292.4905448,-417.3053081,-492.8232109,-383.1877336,-514.3824394,-651.3728489,-432.4895418,-530.2238735,-638.8130705,133.9886513,68.20684805,165.3670162,89.70523676,134.9115585,191.5667334,85.156821,18.9660012,139.6322785
-299.8885026,-356.3322388,-519.2698677,-392.2724349,-519.656587,-656.6568278,-432.016261,-547.1600658,-649.5969295,123.4469595,74.84719737,149.745237,95.58097828,124.8269266,181.5029389,70.86185632,124.0656178,143.8940754
